City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,pechora,65.1472,57.2244,290.4,78,83,3.5,RU,1720385637
364,pelhrimov,49.4313,15.2234,289.12,95,100,0.36,CZ,1720385639
365,oroqen zizhiqi,50.5667,123.7167,287.69,64,2,1.46,CN,1720385640
366,tsumeb,-19.2333,17.7167,289.29,21,0,3.3,NA,1720385641
367,natchitoches,31.7668,-93.1335,306.14,58,100,5.14,US,1720385642
368,argo,37.6333,22.7333,299.14,38,0,2.44,GR,1720385643
369,coquimbo,-29.9533,-71.3436,286.0,82,0,3.6,CL,1720385645
370,waingapu,-9.6567,120.2641,296.3,78,36,3.39,ID,1720385646
371,ceeldheer,3.8488,47.1806,297.59,81,89,8.43,SO,1720385647
372,flin flon,54.7682,-101.865,298.06,41,75,4.63,CA,1720385648
373,safotu,-13.4513,-172.4018,300.68,86,65,9.69,WS,1720385649
374,westport,41.1415,-73.3579,304.9,62,100,2.57,US,1720385482
375,oyama,36.3,139.8,303.48,66,73,1.2,JP,1720385651
376,nuuk,64.1835,-51.7216,280.49,87,100,12.35,GL,1720385653
377,lata,40.1629,-8.3327,289.22,85,1,1.17,PT,1720385654
378,khovd,48.0056,91.6419,289.52,56,3,2.06,MN,1720385656
379,srivardhan,18.0333,73.0167,299.95,87,100,5.2,IN,1720385657
380,walvis bay,-22.9575,14.5053,287.64,88,0,4.12,NA,1720385658
381,vyshniy volochek,57.5913,34.5645,289.41,85,0,3.1,RU,1720385659
382,kagal,16.5833,74.3167,295.44,91,99,5.35,IN,1720385661
383,karbala,32.616,44.0249,308.22,20,0,3.53,IQ,1720385662
384,leirvik,59.7798,5.5005,285.72,88,100,5.5,NO,1720385663
385,siran,40.1894,39.1267,288.36,84,0,1.97,TR,1720385666
386,key west,24.5557,-81.7826,305.15,75,40,3.6,US,1720385668
387,pacasmayo,-7.4006,-79.5714,294.02,76,90,7.31,PE,1720385669
388,posto fiscal rolim de moura,-13.0833,-62.2667,306.52,34,14,0.12,BR,1720385670
389,gannan,47.9147,123.5031,292.48,48,1,2.68,CN,1720385671
390,carolina beach,34.0352,-77.8936,306.19,74,71,5.53,US,1720385672
391,mpraeso,6.5932,-0.7346,294.25,97,100,1.78,GH,1720385673
392,machiques,10.0644,-72.545,303.61,68,24,2.4,VE,1720385674
393,vila franca do campo,37.7167,-25.4333,295.38,89,64,4.05,PT,1720385676
394,ghanzi,-21.5667,21.7833,287.42,15,0,4.83,BW,1720385678
395,ambon,-3.6954,128.1814,300.3,95,76,5.52,ID,1720385679
396,kidal,18.4411,1.4078,309.48,24,2,3.33,ML,1720385680
397,guiratinga,-16.3494,-53.7583,300.94,28,47,1.88,BR,1720385681
398,aykhal,66.0,111.5,291.09,65,59,3.2,RU,1720385682
399,turpan,42.9333,89.1667,304.94,30,1,1.04,CN,1720385684
400,franklin,39.9667,-83.0166,305.07,46,40,3.09,US,1720385685
401,howard springs,-12.497,131.047,296.1,92,80,2.42,AU,1720385686
402,fish town,5.1964,-7.8756,295.11,93,100,1.93,LR,1720385687
403,new plymouth,-39.0667,174.0833,284.15,86,4,1.65,NZ,1720385688
404,khvansar,33.2205,50.315,293.68,24,39,5.91,IR,1720385689
405,erdenet,49.0333,104.0833,288.04,66,1,1.46,MN,1720385691
406,serang,-6.1149,106.1502,296.93,96,18,1.79,ID,1720385692
407,vanimo,-2.6741,141.3028,298.09,91,99,2.09,PG,1720385693
408,tikhvin,59.6451,33.5294,294.38,64,51,4.04,RU,1720385694
409,smithers,54.7804,-127.1743,299.33,36,20,3.09,CA,1720385695
410,gebeit,21.0667,36.3167,302.37,35,100,2.34,SD,1720385696
411,valparaiso,-33.0393,-71.6273,290.45,45,0,4.12,CL,1720385698
412,ulladulla,-35.35,150.4667,284.91,90,100,0.97,AU,1720385699
413,al mijlad,11.0333,27.7333,300.93,52,100,4.08,SD,1720385700
414,chardara,41.2547,67.9692,298.06,47,32,4.26,KZ,1720385701
415,puerto gaitan,4.3133,-72.0816,301.01,70,87,1.61,CO,1720385702
416,krasnyy chikoy,50.3643,108.7512,287.68,93,83,0.85,RU,1720385703
417,palo alto,37.4419,-122.143,306.63,56,0,5.14,US,1720385705
418,saint-joseph,-21.3667,55.6167,292.36,73,1,0.9,RE,1720385707
419,makokou,0.5738,12.8642,294.44,89,65,1.26,GA,1720385708
420,marennes,45.8228,-1.1055,289.76,78,100,1.68,FR,1720385709
421,riosucio,5.4216,-75.7032,297.6,77,83,1.17,CO,1720385710
422,mariehamn,60.0973,19.9348,287.49,77,0,7.2,AX,1720385711
423,ingeniero jacobacci,-41.3427,-69.5448,272.78,66,0,0.85,AR,1720385713
424,pandan,14.0453,124.1694,300.05,86,100,2.48,PH,1720385714
425,serra,-20.1286,-40.3078,297.85,69,0,6.17,BR,1720385444
426,newman,37.3138,-121.0208,314.28,8,0,0.83,US,1720385661
427,kokopo,-4.352,152.2633,298.35,90,87,4.91,PG,1720385717
428,san andres,12.5847,-81.7006,301.16,83,20,2.06,CO,1720385718
429,juva,56.4368,57.9478,290.89,91,95,4.47,RU,1720385720
430,minusinsk,53.7103,91.6875,292.16,92,100,2.09,RU,1720385721
431,ippy,6.2679,21.2247,294.69,84,95,1.05,CF,1720385722
432,bandon,51.7469,-8.7425,286.92,87,38,1.5,IE,1720385723
433,birjand,32.8663,59.2211,297.41,19,0,6.17,IR,1720385682
434,ghatanji,20.1333,78.3167,298.31,94,100,3.37,IN,1720385726
435,bamboo flat,11.7,92.7167,299.2,94,40,0.51,IN,1720385728
436,kirakira,-10.4544,161.9205,299.33,85,96,5.28,SB,1720385729
437,bangassou,4.7413,22.8184,293.58,98,100,0.46,CF,1720385730
438,erenhot,43.6475,111.9767,294.78,53,34,0.96,CN,1720385731
439,manaure,11.7751,-72.4445,305.33,54,4,8.99,CO,1720385732
440,vilyuchinsk,52.9306,158.4028,284.3,80,100,1.91,RU,1720385733
441,shadegan,30.6497,48.6647,308.12,12,0,5.45,IR,1720385735
442,malmberget,67.1753,20.6549,284.46,94,75,1.54,SE,1720385736
443,klyuchi,52.2667,79.1667,293.89,69,64,0.83,RU,1720385737
444,qamdo,31.1667,97.2333,283.3,68,100,1.34,CN,1720385738
445,lucas,41.6501,-83.6666,303.44,43,40,3.6,US,1720385739
446,ventnor,50.5948,-1.2037,288.59,84,1,0.89,GB,1720385740
447,nizhniy ingash,56.2,96.53,291.09,96,97,1.27,RU,1720385741
448,kasangulu,-4.5911,15.1708,298.64,50,95,1.46,CD,1720385744
449,soto la marina,23.7667,-98.2167,307.43,51,97,3.02,MX,1720385745
450,patterson,37.4716,-121.1297,312.12,7,0,2.75,US,1720385746
451,al jawf,29.5,38.75,303.2,24,5,2.64,SA,1720385747
452,tchintabaraden,15.8969,5.7985,306.23,39,0,8.05,NE,1720385749
453,bodaybo,57.8506,114.1933,292.1,74,72,1.22,RU,1720385750
454,ouesso,1.6136,16.0517,297.49,76,100,1.22,CG,1720385751
455,nahiyat al fuhud,30.9697,46.7228,310.13,17,0,3.76,IQ,1720385752
456,uacu cungo,-11.3634,15.1208,288.51,39,4,0.53,AO,1720385753
457,trail,49.0998,-117.7022,309.64,19,0,2.07,CA,1720385754
458,tanjung selor,2.8372,117.3642,296.43,97,100,1.88,ID,1720385755
459,canals,38.9625,-0.5844,298.21,72,84,0.45,ES,1720385757
460,laguna,38.421,-121.4238,311.09,24,0,1.54,US,1720385758
461,niquero,20.0431,-77.5828,304.45,56,100,6.12,CU,1720385759
462,quatre cocos,-20.2078,57.7625,294.21,84,8,3.64,MU,1720385760
463,mumbwa,-14.9783,27.0619,288.18,24,3,0.34,ZM,1720385761
464,missoula,47.0166,-113.8009,300.18,25,6,2.76,US,1720385714
465,kaoma,-14.7833,24.8,285.66,24,2,0.8,ZM,1720385764
466,illizi,26.4833,8.4667,311.04,9,0,7.18,DZ,1720385765
467,ouani,-12.1322,44.4258,298.15,68,63,5.11,KM,1720385766
468,subaykhan,34.8544,40.6083,306.4,31,0,4.17,SY,1720385767
469,hithadhoo,-0.6,73.0833,301.5,75,75,2.51,MV,1720385768
470,saint peters,38.8003,-90.6265,306.56,50,40,4.12,US,1720385769
471,balabac,7.9868,117.0645,300.16,83,81,3.07,PH,1720385770
472,kayangel,8.0823,134.7173,302.28,73,85,4.47,PW,1720385772
473,chaozhou,23.6651,116.6379,300.07,91,2,0.41,CN,1720385773
474,kendari,-3.945,122.4989,295.69,97,41,1.68,ID,1720385774
475,princeville,45.7668,-61.2985,295.73,95,100,2.24,CA,1720385775
476,mount pleasant,32.7941,-79.8626,305.47,67,20,4.12,US,1720385763
477,dudinka,69.4058,86.1778,286.09,60,0,6.53,RU,1720385777
478,jayapura,-2.5333,140.7,298.81,92,100,2.25,ID,1720385779
479,haimen,23.1935,116.6142,300.09,87,2,2.53,CN,1720385780
480,launceston,-41.45,147.1667,280.46,93,100,2.06,AU,1720385531
481,mournies,35.4764,24.0092,300.28,78,0,2.06,GR,1720385782
482,kibi,6.1649,-0.5538,294.82,98,100,1.4,GH,1720385783
483,pangkalanbuun,-2.6833,111.6167,295.98,98,100,0.96,ID,1720385784
484,kiunga,-6.1219,141.2906,295.55,98,100,1.6,PG,1720385785
485,muroto-misakicho,33.2833,134.15,298.82,92,100,4.97,JP,1720385787
486,ulan bator,47.9077,106.8832,285.22,82,20,0.0,MN,1720385788
487,blythe,33.6103,-114.5964,316.4,20,0,7.2,US,1720385789
488,beverley,53.8459,-0.4233,287.27,50,75,3.09,GB,1720385790
489,nova vicosa,-17.8919,-39.3719,295.93,79,29,2.83,BR,1720385791
490,egilsstadir,65.2653,-14.3948,282.1,71,40,4.12,IS,1720385792
491,margate,51.3813,1.3862,287.76,81,5,0.45,GB,1720385794
492,rio branco,-9.9747,-67.81,301.49,69,0,2.57,BR,1720385795
493,la ronge,55.1001,-105.2842,299.27,31,75,3.09,CA,1720385796
494,codrington,-38.2667,141.9667,282.15,75,100,5.78,AU,1720385797
495,deqen,29.9618,90.7188,284.14,71,100,1.69,CN,1720385798
496,bodo,67.28,14.405,287.56,86,40,4.63,NO,1720385799
497,santana,-0.0583,-51.1817,304.25,66,20,4.12,BR,1720385801
498,manicore,-5.8092,-61.3003,306.52,38,55,1.06,BR,1720385802
499,taro,-8.3862,115.28,295.15,94,74,0.11,ID,1720385803
500,iskateley,67.6803,53.1512,286.88,73,81,3.77,RU,1720385804
501,rantepao,-2.9701,119.8978,291.97,97,96,0.84,ID,1720385805
502,urangan,-25.3,152.9,291.6,74,42,2.41,AU,1720385806
503,al wajh,26.2455,36.4525,304.12,74,0,3.09,SA,1720385808
504,palikir - national government center,6.9248,158.1611,297.56,100,75,2.06,FM,1720385809
505,berezovyy,51.6667,135.7,285.21,96,100,2.27,RU,1720385810
506,rio grande,-32.035,-52.0986,284.21,72,7,4.93,BR,1720385811
507,sao gabriel da cachoeira,-0.1303,-67.0892,301.21,76,59,1.0,BR,1720385812
508,broome,42.2506,-75.833,303.9,61,20,3.09,US,1720385813
509,orsk,51.2049,58.5668,293.65,83,0,1.0,RU,1720385814
510,mukalla,14.5425,49.1242,302.12,78,52,3.08,YE,1720385816
511,tsiombe,-25.3,45.4833,289.32,77,0,0.83,MG,1720385817
512,kargasok,59.0556,80.8572,284.69,81,0,3.04,RU,1720385818
513,point pedro,9.8167,80.2333,300.87,83,100,8.27,LK,1720385819
514,nhlangano,-27.1167,31.2,292.09,9,0,6.05,SZ,1720385820
515,hadibu,12.65,54.0333,299.04,81,86,8.2,YE,1720385821
516,male,4.1748,73.5089,301.64,77,84,5.78,MV,1720385571
517,zaragoza,41.6561,-0.8773,299.4,47,0,1.54,ES,1720385754
518,santa cruz,-17.8,-63.1667,289.85,41,100,7.72,BO,1720385825
519,borovskoy,53.8,64.15,289.36,92,14,3.11,KZ,1720385826
520,gornozavodsk,58.3758,58.3211,287.91,96,95,1.44,RU,1720385827
521,katsuura,35.1333,140.3,297.74,90,89,2.9,JP,1720385828
522,greymouth,-42.4667,171.2,278.39,86,66,3.17,NZ,1720385829
523,mitu,1.1983,-70.1733,300.53,74,86,1.44,CO,1720385831
524,paita,-5.0892,-81.1144,295.02,75,80,8.1,PE,1720385832
525,neka,36.6508,53.299,298.88,89,40,2.06,IR,1720385833
526,wapi pathum,15.8452,103.3768,301.11,75,97,2.42,TH,1720385834
527,camabatela,-8.1881,15.375,289.52,33,5,1.25,AO,1720385835
528,embu,-23.6489,-46.8522,298.17,75,29,3.03,BR,1720385836
529,macusani,-14.0833,-70.4333,280.76,61,89,5.32,PE,1720385838
530,mogadishu,2.0371,45.3438,297.9,84,50,8.56,SO,1720385776
531,stephenville,32.2207,-98.2023,307.73,47,40,2.57,US,1720385840
532,selkirk,50.1436,-96.8845,300.23,50,89,1.34,CA,1720385842
533,birzebbuga,35.8258,14.5269,297.68,83,20,1.03,MT,1720385843
534,akhalk'alak'i,41.4051,43.4863,286.54,87,100,2.1,GE,1720385845
535,arteche,12.2645,125.4048,299.74,87,73,0.75,PH,1720385846
536,belonia,23.2528,91.4514,299.32,94,100,2.36,IN,1720385847
537,pontianak,-0.0333,109.3333,297.14,100,100,1.03,ID,1720385848
538,cuite,-6.4836,-36.1536,293.1,89,87,5.1,BR,1720385849
539,eureka,40.8021,-124.1637,295.81,68,43,1.79,US,1720385850
540,binbrook,43.121,-79.804,302.05,55,40,4.63,CA,1720385851
541,el bolson,-41.9667,-71.5167,276.29,94,81,1.05,AR,1720385853
542,lisakovsk,52.5369,62.4936,291.28,91,39,3.33,KZ,1720385854
543,urambo,-5.0667,32.05,293.74,44,43,1.9,TZ,1720385855
544,pyt-yakh,60.7499,72.8582,286.28,74,4,1.84,RU,1720385856
545,cromer,52.9312,1.2989,287.08,83,7,4.72,GB,1720385857
546,bagalkot,16.1833,75.7,296.61,80,99,7.74,IN,1720385858
547,duncan,34.5023,-97.9578,308.2,55,0,6.17,US,1720385860
548,langzhong,31.5504,105.9938,297.34,95,100,2.15,CN,1720385861
549,bushehr,28.9684,50.8385,307.2,59,0,3.09,IR,1720385862
550,anshun,26.25,105.9333,293.22,93,100,7.55,CN,1720385863
551,minas de marcona,-15.2119,-75.1103,288.17,67,85,7.58,PE,1720385865
552,mazara del vallo,37.6641,12.588,299.22,79,2,3.13,IT,1720385867
553,sao felix do xingu,-6.6447,-51.995,303.67,37,16,1.25,BR,1720385868
554,gbadolite,4.2833,21.0167,296.25,82,100,0.8,CD,1720385869
555,kollam,8.8833,76.6,298.71,85,100,3.64,IN,1720385870
556,ximeicun,24.9639,118.3794,297.82,94,0,0.67,CN,1720385871
557,san luis de la loma,17.2706,-100.8939,303.54,66,46,5.0,MX,1720385872
558,woolgoolga,-30.1106,153.2007,286.51,77,100,1.15,AU,1720385874
559,nantucket,41.2835,-70.0995,299.87,100,100,5.31,US,1720385875
560,hauterive,46.0901,3.4459,289.57,81,48,1.57,FR,1720385876
561,praia da vitoria,38.7333,-27.0667,301.29,65,20,5.56,PT,1720385877
562,beypazari,40.1675,31.9211,294.34,59,0,2.54,TR,1720385878
563,asau,46.4333,26.4,294.66,62,4,1.69,RO,1720385879
564,selfoss,63.9331,-20.9971,286.51,72,53,0.54,IS,1720385881
565,comodoro rivadavia,-45.8667,-67.5,280.07,61,0,0.0,AR,1720385882
566,severo-yeniseyskiy,60.3725,93.0408,281.17,86,14,1.21,RU,1720385884
